,sentence,canonical_aspect,runs_count,runs,experiment_sets,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
4769,"Penggunaan Air Water Usage | 2020 12,356 m³ | 2019 3,300 m³",water resource management,1,absa_20260113_101554_bumi_resources_Sustainability_Report_2020_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2020,water resource management,E,E,negative,Disclosure,0.9
7206,Water Stewardship through reusing air conditioning condensate as growing medium for hydroponic,water resource management,1,absa_20260113_093207_bumi_resources_Sustainability_Report_2022_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,bumi_resources_Sustainability_Report_2022,Water Resource Management,E,E,positive,Action,0.85
7831,proyek percentahan rainwater harvesting di beberapa unit operasi,water resource management,1,absa_20260207_174430_2018_SR_Japfa_Tbk__lores__20260207_064059_20260207_064102_absa_indonesia_few_shot_DeepSeek_R1T2_Chimera__Free_.json,MultiPDF_ABSA_20260207_1724,Water Resource Management,E,E,positive,Policy,0.8
7211,Water Usage m³ | 48.273 | 12.356 | 3.300,water resources,1,absa_20260113_051420_bumi_resources_Sustainability_Report_2021_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2021,Water Resources,E,E,neutral,Outcome,0.95
4325,PENGELOLAAN SUMBER DAYA AIR,water resources management,1,absa_20260113_092745_bumi_resources_Sustainability_Report_2021_pdf_absa_cot_Gemini_2.0_Flash_Exp_(Free).json,bumi_resources_Sustainability_Report_2021,Water Resources Management,E,E,neutral,Action,0.8
4326,PENGELOLAAN SUMBER DAYA AIR Water Resources Management,water resources management,1,absa_20260113_050528_bumi_resources_Sustainability_Report_2021_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,bumi_resources_Sustainability_Report_2021,Water Resources Management,E,E,positive,Action,0.88
4335,PENGGUNAAN AIR 2021: 48.273 m³ (meningkat dari 12.356 m³ di 2020),water resources management,1,absa_20260113_050301_bumi_resources_Sustainability_Report_2021_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2021,Water Resources Management,E,E,negative,Outcome,0.85
444,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water reuse and conservation,2,"absa_20260114_032154_indofood_report_2_pdf_absa_cot_Qwen3_Coder_(Free).json, absa_20260114_032604_indofood_report_2_pdf_absa_few_shot_Qwen3_Coder_(Free).json",indofood_indf,water reuse and conservation,E,E,positive,"Action, Initiative",0.89
448,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis.",water reuse and sea water repurposing,1,absa_20260114_032625_indofood_report_2_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,indofood_indf,water reuse and sea water repurposing,E,E,positive,Outcome,0.88
3049,"Kami telah berhasil membangun delapan dari sembilan fasilitas daur ulang air pada tahun 2023, sebagai bentuk komitmen Sustainability-Linked Bond kami.",water stewardship,4,"absa_20260110_213527_japfa_2023_pdf_absa_zero_shot.json, absa_20260110_213547_japfa_2023_pdf_absa_cot.json, absa_20260110_213602_japfa_2023_pdf_absa_few_shot.json, absa_20260113_024900_japfa_report_1_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json","japfa_2023, japfa_report_1","Water Management, Water Recycling, water recycling",E,E,"Positive, positive","Action, Outcome",0.8966666666666666
7135,"Untuk pengelolaan air yang lebih baik, kami melakukan proyek percobaan rainwater harvesting di beberapa unit operasi, terutama untuk menghadapi dampak keterbatasan pasokan air pada beberapa wilayah.",water stewardship,3,"absa_20260113_030332_japfa_report_6_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_030810_japfa_report_6_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260113_031315_japfa_report_6_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",japfa_report_6,"Water Management, Water management, water management",E,E,"Positive, positive","Action, Commitment",0.8500000000000001
7134,"Untuk pengelolaan air yang lebih baik, kami melakukan proyek percentahan rainwater harvesting di beberapa unit operasi, terutama untuk menghadapi dampak keterbatasan pasokan air pada beberapa wilayah.",water stewardship,2,"absa_20260113_030645_japfa_report_6_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json, absa_20260113_031435_japfa_report_6_pdf_absa_few_shot_Qwen3_Coder_(Free).json",japfa_report_6,"Water Management, water management",E,E,positive,"Action, Commitment",0.8500000000000001
7205,Water Resources Management,water stewardship,2,"absa_20260113_050217_bumi_resources_Sustainability_Report_2021_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_051329_bumi_resources_Sustainability_Report_2021_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",bumi_resources_Sustainability_Report_2021,Water Management,E,E,"Positive, neutral",Action,0.8
1926,Hydroponic system using AC condensate water for employee consumption.,water stewardship,1,absa_20260113_092934_bumi_resources_Sustainability_Report_2022_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2022,Water Stewardship,E,E,positive,Action,0.85
2275,"Inovasi dari sistem ini yaitu dengan memanfaatkan air buangan AC internal maupun external disekitar kantor PT CPM yang kemudian tersirkulasi di sistem hidroponik tersebut, sehingga penggunaan air menjadi optimal.",water stewardship,1,absa_20260113_092826_bumi_resources_Sustainability_Report_2022_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2022,water stewardship,E,E,positive,Action,0.8
2425,Japfa has constructed three additional water recycling facilities in poultry operational units.,water stewardship,1,absa_20260113_025310_japfa_report_1_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_1,water recycling,E,E,positive,Outcome,0.75
2453,Japfa telah berhasil membangun delapan dari sembilan fasilitas daur ulang air pada tahun 2023.,water stewardship,1,absa_20260113_024847_japfa_report_1_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_1,Water Recycling,E,E,positive,Outcome,0.95
2585,Kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air,water stewardship,1,absa_20260113_034650_japfa_report_3_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_3,Water Management,E,E,positive,Action,0.9
2593,"Kami berhasil menurunkan timbulan limbah cair sebesar 31,41% berkat inovasi daur ulang air dan optimasi proses produksi.",water stewardship,1,absa_20260110_213239_charoen_2024_pdf_absa_few_shot.json,charoen_2024,water management,E,E,positive,Outcome,0.94
2780,Kami melakukan proyek percontohan rainwater harvesting di beberapa unit operasi untuk menghadapi dampak keterbatasan pasokan air.,water stewardship,1,absa_20260113_030419_japfa_report_6_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_6,Water Management,E,E,positive,Action,0.88
2781,Kami melakukan proyek percontohan rainwater harvesting di beberapa unit operasi.,water stewardship,1,absa_20260113_030849_japfa_report_6_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_6,Water Management,E,E,positive,Action,
3748,Membangun 3 Fasilitas Daur Ulang Air Baru,water stewardship,1,absa_20260113_024448_japfa_report_1_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_1,Water Recycling,E,E,positive,Outcome,0.9
4386,PT CPM mengaplikasikan sistem hidroponik sebagai media tanam sayur mayur yang dimanfaatkan untuk konsumsi karyawan.,water stewardship,1,absa_20260113_093345_bumi_resources_Sustainability_Report_2022_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2022,water stewardship,E,E,positive,Outcome,0.85
4387,"PT CPM mengaplikasikan sistem hidroponik sebagai media tanam sayur mayur yang dimanfaatkan untuk konsumsi karyawan. Inovasi dari sistem ini yaitu dengan memanfaatkan air buangan AC internal maupun external disekitar kantor PT CPM yang kemudian tersirkulasi di sistem hidroponik tersebut, sehingga penggunaan air menjadi optimal.",water stewardship,1,absa_20260113_093612_bumi_resources_Sustainability_Report_2022_pdf_absa_few_shot_Qwen3_Coder_(Free).json,bumi_resources_Sustainability_Report_2022,water stewardship,E,E,positive,Innovation,0.9
4657,Pembangunan tambahan tiga fasilitas daur ulang air,water stewardship,1,absa_20260113_024448_japfa_report_1_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_1,Water Management,E,E,positive,Outcome,0.9
4658,Pembangunan tambahan tiga fasilitas daur ulang air di unit-unit operasional perunggasan menandai dedikasi kami untuk memiliki sistem produksi yang efisien sekaligus mendukung upaya pemerintah mendorong keuangan berkelanjutan.,water stewardship,1,absa_20260113_024349_japfa_report_1_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_1,Water Recycling,E,E,positive,Action,0.9
4660,Pembangunan tambahan tiga fasilitas daur ulang air di unit-unit operasional perunggasan menandai dedikasi kami untuk memiliki sistem produksi yang efisien.,water stewardship,1,absa_20260113_024938_japfa_report_1_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_1,Water Recycling,E,E,Positive,Outcome,0.85
4740,Pengelolaan Sumber Daya Air,water stewardship,1,absa_20260115_111914_pertamina_geothermal_Laporan_Keberlanjutan_2017_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260115_1111,water management,E,E,neutral,Action,0.8
4777,Penggunaan air daur ulang dalam sistem hidroponik untuk optimalisasi sumber daya air.,water stewardship,1,absa_20260113_093800_bumi_resources_Sustainability_Report_2022_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2022,Water Stewardship,E,E,positive,Action,0.9
4811,Pengukuran pemakaian air dengan menggunakan denominator jumlah produksi uap panas bumi setara listrik.,water stewardship,1,absa_20260115_111305_pertamina_geothermal_Laporan_Keberlanjutan_2020_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260115_1111,Water Management,E,E,neutral,Action,0.8
4836,Pengurangan limbah air (m³) 590,water stewardship,1,absa_20260207_092001_scm_2021_absa_indonesia_cot_DeepSeek_R1T2_Chimera__Free_.json,MultiPDF_ABSA_20260207_0808,Water Management,E,E,positive,Outcome,0.9
5553,Regular monitoring of water quality around the Company's operating area.,water stewardship,1,absa_20260113_102426_bumi_resources_Sustainability_Report_2024_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2024,Water Stewardship,E,E,neutral,Action,0.89
5682,SCM telah memiliki Instalasi Pengolahan Air Limbah (IPAL) di kantor Daan Mogot yang berfungsi mengolah limbah air sehingga dapat dimanfaatkan kembali untuk menyiram tanaman di area kantor.,water stewardship,1,absa_20260111_175820_sr-scma-2022_02_pdf_absa_zero_shot.json,sr-scma-2022,Water Management,E,E,positive,Action,0.9
7136,"Untuk pengelolaan air yang lebih baik, kami melakukan proyek percontohan rainwater harvesting di beberapa unit operasi.",water stewardship,1,absa_20260113_031358_japfa_report_6_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_6,water stewardship,E,E,positive,Innovative,0.85
7177,Utilizing AC condensate water for hydroponic systems to optimize water use,water stewardship,1,absa_20260113_093434_bumi_resources_Sustainability_Report_2022_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2022,water stewardship,E,E,positive,Innovation,0.8
7204,Water Management,water stewardship,1,absa_20260114_030254_indofood_report_4_pdf_absa_cot_Qwen3_Coder_(Free).json,indofood_indf,Water Stewardship,E,E,positive,Action,0.85
7210,"Water Usage m³ | 48,273 | 12,356 | 3,300",water stewardship,1,absa_20260113_050941_bumi_resources_Sustainability_Report_2021_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2021,water stewardship,E,E,negative,Outcome,0.93
7213,Water efficiency improved by 5.6% compared to our 2018 baseline.,water stewardship,1,absa_20260114_031155_indofood_report_3_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,indofood_indf,Water Management,E,E,positive,Outcome,0.97
7214,"Water, wastewater, and waste profile and performance are compiled from all 104 manufacturing units.",water stewardship,1,absa_20260114_032748_indofood_report_1_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,indofood_indf,Water Management,E,E,neutral,Action,0.9
7522,"We have been gradually implementing the green office concept, by encouraging employees to save energy and use of water, as well as reduce waste generation from activities in the office environment.",water stewardship,1,absa_20260113_010420_SCM_2020_scm-sr-2020-final-1_pdf_absa_few_shot_Qwen3_Coder_(Free).json,SCM_2020_multiple,water management,E,E,positive,Commitment,0.85
7573,We initiated rainwater harvesting systems in several of our operations to reduce the dependency of groundwater,water stewardship,1,absa_20260113_032828_japfa_report_5_pdf_absa_few_shot_Qwen3_Coder_(Free).json,japfa_report_5,water management,E,E,positive,Initiative,0.9
7758,"kami menerapkan konsep perkantoran hijau, dengan mendorong karyawan melakukan penghematan energi dan penggunaan air, serta mengurangi timbulan limbah dari kegiatan di lingkungan kantor.",water stewardship,1,absa_20260113_010420_SCM_2020_scm-sr-2020-final-1_pdf_absa_few_shot_Qwen3_Coder_(Free).json,SCM_2020_multiple,water management,E,E,positive,Commitment,0.85
4771,Penggunaan Air Water Usage | 2020 12.356 m³ | 2019 3.300 m³,water usage,3,"absa_20260113_101117_bumi_resources_Sustainability_Report_2020_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260113_101350_bumi_resources_Sustainability_Report_2020_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json, absa_20260113_102107_bumi_resources_Sustainability_Report_2020_pdf_absa_cot_Qwen3_Coder_(Free).json",bumi_resources_Sustainability_Report_2020,"Water Usage, water usage",E,E,"negative, neutral","Action, Outcome",0.85
4339,"PENGGUNAAN AIR 3,3 WATER USAGE 3,3 JUTA LITER MILLION LITER",water usage,2,"absa_20260113_095736_bumi_resources_Sustainability_Report_2019_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260113_100137_bumi_resources_Sustainability_Report_2019_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json",bumi_resources_Sustainability_Report_2019,water usage,E,E,neutral,Outcome,0.8
87,249.245 M3 PENGGUNAAN AIR,water usage,1,absa_20260112_162256_Jasamarga_SR2023_pdf_absa_cot.json,Jasamarga_SR2023,Water Usage,E,E,neutral,Outcome,0.9
4336,"PENGGUNAAN AIR 3,3",water usage,1,absa_20260113_100720_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Gemini_2.0_Flash_Exp_(Free).json,bumi_resources_Sustainability_Report_2019,WATER USAGE,E,E,neutral,Outcome,0.9
4337,"PENGGUNAAN AIR 3,3 JUTA LITER",water usage,1,absa_20260113_095447_bumi_resources_Sustainability_Report_2019_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2019,Water Usage,E,E,neutral,Outcome,0.95
4338,"PENGGUNAAN AIR 3,3 JUTA LITER MILLION LITER",water usage,1,absa_20260113_095408_bumi_resources_Sustainability_Report_2019_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Water usage,E,E,neutral,Outcome,0.8
4765,Penggunaan Air,water usage,1,absa_20260115_124643_mandiri_Laporan_Keberlanjutan_2022_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1155,water usage,E,E,neutral,Outcome,0.7
4766,"Penggunaan Air (Purchased Water) 2022 328.129 m³, 2021 190.206 m³, 2020 352.299 m³, 2019 410.316 m³ (baseline)",water usage,1,absa_20260115_124257_mandiri_Laporan_Keberlanjutan_2022_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260115_1155,Water Usage,E,E,Neutral,Outcome,0.8
