,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
7305,"Climate Change, climate change",E,E,"Positive, positive",Commitment,0.9712638804882738
7306,"Food Security, affordable food provision",S,E,positive,Implementation,0.30408827006821304
7307,Awards,E,G,"Positive, positive",Outcome,0.7013201978520454
7308,Joint Ventures,G,E,positive,"Action, Implementation",0.4530282722100608
7309,Standar keberlanjutan,S,E,positive,Outcome,0.029604819780764124
7310,Sustainable Building,G,S,Positive,Outcome,0.6125811381298232
7311,General sustainability commitment,S,G,Neutral,Target,0.30163733275753735
7312,Sustainability Impact,E,E,positive,Action,0.24027441789088388
7313,entrepreneurship award,G,E,neutral,Action,0.996479829520827
7314,Sustainability Commitment,"E, S",E,neutral,Action,0.6637478701875188
7315,"Energy Consumption, energy consumption",E,E,positive,Action,0.26589757267370584
7316,water access,E,E,neutral,Outcome,0.4003953221724047
7317,Involvement in carbon credit purchases,G,G,positive,Outcome,0.20503894074661844
7318,Sustainability Culture,S,G,Neutral,Commitment,0.41853254770724946
7319,Community Support,G,G,neutral,Commitment,0.10172376181163312
7320,Occupational Health and Safety,E,G,positive,Description,0.8557358938864165
7321,portfolio brand performance,"G, None",E,positive,Outcome,0.8963244174140756
7322,Produksi,E,G,positive,Process,0.23889604209449988
7323,green building,E,E,positive,Action,0.4510904904487475
7324,"ESG Recognition, ESG recognition",S,G,positive,Outcome,0.9545240060231208
7325,Penggunaan Energi,E,E,positive,Outcome,0.4614728790741266
7326,Nickel Production,E,E,positive,Outcome,0.5518999926799298
7327,Risk Management,S,E,positive,Outcome,0.2779505046653844
7328,environmentally friendly products,E,S,"neutral, positive",Outcome,0.0019261721906073115
7329,Business Ethics,E,E,positive,"Action, Initiative",0.0689285272386353
7330,ESG risk assessment,G,E,positive,Commitment,0.2673196020689098
7331,Employee Training,S,G,positive,Policy,0.14053433419732864
7332,Keberlanjutan Bisnis,E,E,positive,Commitment,0.6283839103671518
7333,financial product accessibility,E,S,positive,Outcome,0.5427743438571937
7334,Sustainability Reporting,E,E,"POSITIVE, positive",Action,0.15655342169316555
7335,"Ekonomi, ekonomi",S,E,neutral,Commitment,0.47188471096499085
7336,Quality Protein Production,S,G,positive,Operational,0.3359545845819686
7337,Water Resources,E,E,"Positive, positive",Commitment,0.2836539690806894
7338,sustainability strategy,S,E,positive,Commitment,0.29190533041765776
7339,Inclusive Hiring,S,E,positive,Outcome,0.5827148641322065
7340,ESG Disclosure,E,E,neutral,"Action, Commitment",0.2309241015585377
7341,Produksi protein hewani yang aman dan terjangkau,E,S,positive,Commitment,0.6673935476477079
7342,water stewardship,G,E,positive,Commitment,0.40091672593588457
7343,"Biomass Energy Utilization, biomass energy utilization",S,E,positive,Commitment,0.5409118973182043
7344,Textile Waste Management,E,E,positive,Action,0.9818845388336104
7345,Operating Profit,E,G,positive,Outcome,0.950696827077121
7346,Operational Efficiency & Environmental Stewardship,S,E,positive,Risk Disclosure,0.3834898969958458
7347,Service Quality,S,E,positive,Commitment,0.5138740715745863
7348,"Ekuitas, ekuitas",G,E,positive,Commitment,0.21051431019351674
7349,Single-Use Plastic Reduction,E,S,positive,Outcome,0.04583827747952307
7350,Supply Chain Development,E,E,positive,Outcome,0.5812267490589191
7351,digital transformation,S,G,negative,Commitment,0.7987483546443334
7352,ethical conduct and risk assessment,E,S,Positive,Outcome,0.7638188048984423
7353,Konsumsi Swasta,G,G,positive,Implementation,0.23272017132090073
7354,"Quality Control, Quality control",E,S,neutral,Commitment,0.13175347187156217
7355,Circular Economy,G,G,positive,"Action, Commitment",0.22635249425231518
7356,Subsidiary capability improvement,G,E,positive,Policy,0.8985552271191984
7357,corporate acquisition,G,E,positive,Commitment,0.3005235497673844
7358,Environmental Performance,G,E,positive,Outcome,0.8304523282186307
7359,Biodiversity Conservation,S,E,"POSITIVE, positive",Commitment,0.20725586406209606
7360,Integritas Informasi,G,E,neutral,Commitment,0.04511185333874468
7361,Product Quality and Market Replication,S,S,positive,Action,0.29830943052008096
7362,"Sustainability Awareness, Sustainability awareness",E,E,positive,Commitment,0.49798521967064724
7363,"Environmental Impact Reduction, sustainable revenue",S,S,positive,Outcome,0.19489615836867324
7364,Sustainability Integration,G,E,positive,Commitment,0.5991326274685921
7365,Kinerja Operasional,S,S,positive,Commitment,0.5822422823357694
7366,"Corporate Mission, corporate mission",E,E,positive,Commitment,0.554252276080347
7367,retail innovation,G,S,positive,Outcome,0.19035724028613277
7368,halal and food safety certification,G,G,positive,Commitment,0.8803111848392957
7369,Stakeholder Collaboration,G,G,neutral,Outcome,0.5798536919666364
7370,Target Updates,E,G,positive,Commitment,0.5898605878930019
7371,"Financial Performance, financial performance","E, G",S,"Positive, positive",Action,0.6869312689399354
7372,"human rights, human rights alignment",E,E,"Positive, positive",Commitment,0.1963276682940489
7373,Ethical Compliance,E,S,positive,"Action, commitment",0.5608419538808999
7374,Governance Performance Assessment,S,S,positive,Action,0.851265545840463
7375,environmental award,E,E,POSITIVE,Action,0.1863172269116341
7376,Reporting and Transparency,E,E,positive,Commitment,0.3860220970751782
7377,Environmental commitment through green alliance partnership,S,E,"Positive, positive",Action,0.5093857984090008
7378,Conducting LCAs and PCFs,ESG,S,"POSITIVE, positive",Outcome,0.7868254119416275
7379,Sustainability Technology,E,E,positive,Action,0.3866479499136961
7380,Sustainability Integration,"E, G",E,positive,Commitment,0.8760608607770876
7381,Business growth,G,E,positive,Philosophical,0.8940659427638146
7382,Health and Wellbeing,S,E,positive,Outcome,0.4804954552610967
7383,Sustainability Mission,E,E,positive,"Action, Commitment",0.32699351712158176
7384,sustainability strategy,E,E,neutral,Commitment,0.21008258867427554
7385,Employee Development,E,G,Positive,Fact,0.021685122179316507
7386,Community Support,E,G,positive,Outcome,0.04793693557138645
7387,Other,E,G,positive,Outcome,0.33520492734134366
7388,ISSB climate data disclosure alignment,S,S,positive,Outcome,0.8883055788213233
7389,human rights respect,E,G,"Positive, positive",Commitment,0.19004611760834234
7390,Stakeholder Engagement,S,S,positive,Commitment,0.01730777644425463
7391,ESG Rating,S,G,positif,Initiative,0.587244906052944
7392,greenhouse gas emissions reduction,G,E,positive,Outcome,0.8732135830139405
7393,GRI Standards Compliance,E,G,positive,Commitment,0.5305421330063982
7394,workplace safety,"G, Governance",G,positive,Action,0.4223541939726607
7395,commitment to reducing climate impact,E,E,Positive,Outcome,0.5001961373342447
7396,business development,S,S,positive,Outcome,0.41985708658907006
7397,employee recognition,"E, S",S,neutral,Outcome,0.36723671335453145
7398,Dukungan Tujuan Pembangunan Berkelanjutan 2030,E,E,Neutral,Action,0.6827113269397604
7399,"Product Safety and Quality, Product safety and quality, product safety and quality",G,E,positive,Action,0.5104940380763261
7400,E,E,E,positive,Outcome,0.06841106306719258
7401,Ketangguhan dalam menghadapi siklus agri-bisnis,S,G,Positive,Outcome,0.6093345083487667
7402,Economic Performance,E,E,positive,Outcome,0.7958155013302913
7403,renewable energy adoption,E,S,positive,"None, Outcome",0.8089660429021412
7404,ESG strategy integration,E,E,positive,Strategy,0.6163136022839618
7405,Corporate Governance,S,S,positive,Commitment,0.4872195143896896
7406,"Respect, cooperativeness, good environment",E,E,"POSITIVE, positive",Action,0.5349471028219381
7407,ESG,E,S,"Positive, positive",Commitment,0.24195529891670609
7408,Sustainable Development,"G, None",E,positive,Commitment,0.10279788863699146
7409,Comparative environmental ranking,E,E,positive,Commitment,0.9502428159707083
7410,Greenhouse Gas Emissions,S,G,NEGATIVE,Action,0.009904692656596548
7411,greenhouse gas emissions reduction,S,S,positive,Commitment,0.8404303319912626
7412,community support,E,G,positive,Commitment,0.9501359355123269
7413,IoT sector,G,E,positive,Commitment,0.721439140265728
7414,Strategic Partnerships,S,S,positive,Action,0.06711589798910378
7415,Biofuel Adoption,G,E,positive,Commitment,0.9079895240134127
7416,Minimisasi dampak negatif terhadap lingkungan dari kegiatan operasional,S,S,positive,Commitment,0.43788754163238597
7417,"None, Reporting",E,S,Negative,Action,0.2594522614859278
7418,Sustainability Commitment,S,E,positive,Outcome,0.36139135847173454
7419,SDG alignment,S,S,neutral,Action,0.9732109143867002
7420,career advancement opportunities,S,E,Positive,Action,0.34606045172423316
7421,"Media Ethics, media ethics",G,G,positive,Commitment,0.039480423225358496
7422,Climate Disclosure,S,S,positive,Commitment,0.8413798242065756
7423,Inclusivity and equality,S,E,"neutral, positive",Commitment,0.5160879385660723
7424,"Financial Performance, financial performance",G,E,"Positive, positive",Commitment,0.6482894676718288
7425,Education program,S,G,neutral,Outcome,0.7860160313609837
7426,sustainable business practices,ESG,S,positive,commitment,0.11438125475216665
7427,"Education Support, Education support, education support",S,S,positive,Commitment,0.8670916250128051
7428,employee turnover rate,G,G,positive,Commitment,0.4163678144143691
7429,Environmental Impact,E,G,Positive,Commitment,0.16397388282746117
7430,Service Accessibility and Quality,E,S,positive,Commitment,0.5705450090154713
7431,Community Impact Through Employment and Social Assistance,E,S,neutral,Vision,0.18311650604918395
7432,sustainable development,S,E,"Positive, positive",Commitment,0.9306496167300167
7433,sustainability reporting and monitoring,S,S,positive,Commitment,0.747035437185773
7434,Customer Satisfaction,S,G,Positive,Commitment,0.7190750866252842
7435,pengentasan kemiskinan,S,G,positive,"Commitment, Policy",0.36007014005836246
7436,food safety,E,E,positive,Action,0.4708689117526337
7437,local workforce,E,E,"Neutral, neutral",Outcome,0.733184632573461
7438,CSR Activities,E,E,neutral,Outcome,0.883360342364041
7439,"ESG Rating, ESG rating",E,E,positive,Commitment,0.4165298754965011
7440,"Corporate Social Responsibility, corporate social responsibility",E,E,positive,Commitment,0.8703587309482569
7441,Sustainability Strategy,S,S,neutral,Commitment,0.5370692311108708
7442,Penggunaan energi secara efisien,G,S,positive,Outcome,0.6019801704022977
7443,Educational partnerships,S,G,positive,Commitment,0.6210666080451045
7444,Stakeholder relationships,E,E,positive,Action,0.5058026719393208
7445,brand acquisition,E,E,positive,Commitment,0.7173814138983977
7446,sustainability strategy development,E,E,positive,Action,0.3181142352376939
7447,animal welfare,E,S,positive,Outcome,0.7727374223762314
7448,efisiensi energi,S,S,positive,Action,0.8698748852350073
7449,stakeholder value,S,G,positive,Action,0.22829630217586383
7450,Tata Kelola Perusahaan,S,G,positive,Outcome,0.4951969461186093
7451,Green Certification,E,E,positive,Disclosure,0.6309463038399022
7452,IoT sector expansion,E,E,positive,Action,0.9329267527300319
7453,"Biodiversity Conservation, biodiversity conservation",E,S,positive,Outcome,0.003191267551559296
7454,environmental compliance,G,E,positive,Governance,0.10186763454734338
7455,Environmental Impact - Land Conservation,E,G,Negative,Action,0.2551317186617703
7456,strategic acquisition,S,E,"Positive, positive",Commitment,0.6246756116547676
7457,prioritizing local suppliers,S,G,positive,Outcome,0.04074270160323057
7458,Occupational Health and Safety,S,S,positive,Commitment,0.8703762277308155
7459,ESG Integration,S,S,"Positive, positive",Action,0.2700999551511587
7460,Emissions from financing and investment,E,S,positive,Action,0.8188403014156239
7461,Subsidiary Management,E,G,positive,Commitment,0.6290022150613213
7462,Risk Management,E,S,positive,Action,0.9698644556207545
7463,Energy Efficiency,E,S,positive,Action,0.5218688070313703
7464,pemenuhan peraturan perundangan lingkungan hidup,E,S,positive,Commitment,0.07636939948562715
7465,"Regulatory Compliance, regulatory compliance",G,E,positive,Action,0.5137722126146442
7466,Certification Standards,G,E,positive,"Action, Outcome",0.787594333037103
7467,environmentally friendly operations,S,E,positive,"Action, Proud",0.08166160069105355
7468,leadership diversity,E,E,positive,Commitment,0.4720189905243336
7469,Corporate governance compliance,E,G,positive,Action,0.32024928709800227
7470,sustainability commitment,"E, G",G,positive,Commitment,0.1699021773224283
7471,"Emissions Avoidance, emissions avoidance","ESG, G",G,positive,Commitment,0.0384969648302248
7472,Transparansi dan akuntabilitas dalam pengelolaan lingkungan,"G, None",G,positive,Outcome,0.6667029270913227
7473,Service Level Agreement Performance,E,E,"Positive, positive",Commitment,0.7308050227289069
7474,Eco-friendly Initiatives,E,G,Positive,Commitment,0.4332233523798208
7475,Customer Relations,S,S,positive,Outcome,0.4213196405053864
7476,circular economy,G,S,positive,Strategy,0.2511153543606528
7477,Workforce Diversity,S,E,positive,Commitment,0.18385093256544494
7478,Keseimbangan gender,G,E,POSITIVE,Outcome,0.8993987858460549
7479,GHG Emissions Reduction,E,E,POSITIVE,Commitment,0.7741825419589262
7480,Food Security,E,S,positive,Outcome,0.8935086254436597
7481,ESG-related risks and opportunities,E,E,positive,"Action, Commitment",0.3317613598866571
7482,Food Safety and Halal Certification,E,S,positive,Commitment,0.8937309221441136
7483,Regulatory Compliance,S,G,positive,Commitment,0.6358601168186634
7484,support for Sustainable Development Goals,"E, G",E,Positive,Outcome,0.36681587733101917
7485,"develops strategies, initiatives and KPIs that are in line with SDGs which will then be reported periodically",G,E,positive,Commitment,0.7892204231162593
7486,Assurance Scope,ESG,G,positive,Outcome,0.7895658549347355
7487,after-sales service commitment,S,S,positive,Outcome,0.9389970030798502
7488,CSR Activities,E,S,positive,"Action, Outcome",0.004010496455241319
7489,Strategic Transformation,S,E,positive,"Action, Commitment",0.7460544986897394
7490,Awards and Recognition,"E, G",S,positive,Commitment,0.46001007241815406
7491,Community Infrastructure,S,G,positive,Commitment,0.5870770113883247
7492,"Sustainable Growth, sustainable growth",E,E,positive,Disclosure,0.07658393269830355
7493,energy efficiency,S,G,positive,Outcome,0.769340062353745
7494,Occupational Health and Safety,S,G,positive,Commitment,0.020330487572174816
7495,"Business Transformation, Business transformation, business transformation",E,G,positive,Commitment,0.38644820462308016
