aspect,records,review_status,canonical_aspect,suggested_cluster,reviewed_cluster,suggested_path,ontology_path,thesis_note
general esg disclosure,1,needs_review,p2k3 committee composition,Other,Human Capital,,GRI 401-404 Employment and Training -> p2k3 committee composition,"Worker safety, health, and accident-prevention wording map to GRI 403 Occupational Health and Safety 2018."
environmental and social commitment,1,needs_review,komitmen k3,Other,Human Capital,,GRI 401-404 Employment and Training -> komitmen k3,"Worker safety, health, and accident-prevention wording map to GRI 403 Occupational Health and Safety 2018."
theme-introduction,1,needs_review,insiden k3 dan tindakan perbaikan,Other,Human Capital,,GRI 401-404 Employment and Training -> insiden k3 dan tindakan perbaikan,"Worker safety, health, and accident-prevention wording map to GRI 403 Occupational Health and Safety 2018."
environmental-social-commitment,1,needs_review,komitmen keberagaman dan inklusi,Other,Financial Sustainability,,Manual review -> komitmen keberagaman dan inklusi,No strong standards-based signal was found in the aspect label; keep for manual review or split into a more specific GRI topic.
kinerja pendapatan,1,needs_review,business transformation and sustainability foundation,Other,Governance & Ethics,,GRI 3 Material Topics 2021 -> business transformation and sustainability foundation,Cross-cutting sustainability or ESG wording should route through GRI 3 Material Topics to determine the downstream topic standard.
kinerja laba bruto,1,needs_review,ensuring transformation steps create sustainable added value and benefit stakeholders,Other,Community Relations,,GRI 413 Local Communities -> ensuring transformation steps create sustainable added value and benefit stakeholders,"Community impact, CSR, and stakeholder-engagement wording map to GRI 413 Local Communities 2016."
forward-looking,1,needs_review,successful debt and loan restructuring strengthening financial and operational foundations and creating opportunities for sustainable added value,Other,Financial Sustainability,,GRI 201 Economic Performance -> successful debt and loan restructuring strengthening financial and operational foundations and creating opportunities for sustainable added value,"Economic value, financial performance, and financial-inclusion wording map to GRI 201 Economic Performance 2016."
capital-management,1,needs_review,promoting solidarity as a principle for sustainability,Other,Governance & Ethics,,GRI 3 Material Topics 2021 -> promoting solidarity as a principle for sustainability,Cross-cutting sustainability or ESG wording should route through GRI 3 Material Topics to determine the downstream topic standard.
capital expenditure,1,needs_review,hoping to realize a strong commitment to gradually implement sustainability through solidarity,Other,Governance & Ethics,,GRI 3 Material Topics 2021 -> hoping to realize a strong commitment to gradually implement sustainability through solidarity,Cross-cutting sustainability or ESG wording should route through GRI 3 Material Topics to determine the downstream topic standard.
capital-expenditure,1,needs_review,successfully overcoming challenges and fulfilling commitment to national infrastructure development,Other,Financial Sustainability,,Manual review -> successfully overcoming challenges and fulfilling commitment to national infrastructure development,No strong standards-based signal was found in the aspect label; keep for manual review or split into a more specific GRI topic.
sustainable_value,1,needs_review,preparing 8 streams of financial recovery to support business continuity,Other,Financial Sustainability,,GRI 201 Economic Performance -> preparing 8 streams of financial recovery to support business continuity,"Economic value, financial performance, and financial-inclusion wording map to GRI 201 Economic Performance 2016."
sustainable_values,1,needs_review,effort to achieve sustainability performance through business transformation,Other,Governance & Ethics,,GRI 3 Material Topics 2021 -> effort to achieve sustainability performance through business transformation,Cross-cutting sustainability or ESG wording should route through GRI 3 Material Topics to determine the downstream topic standard.
forward-looking statement disclaimer,1,needs_review,maintaining cultural and environmental synergies through achievements,Other,Financial Sustainability,,Manual review -> maintaining cultural and environmental synergies through achievements,No strong standards-based signal was found in the aspect label; keep for manual review or split into a more specific GRI topic.
company theme and vision,1,needs_review,listing of board of commissioners,Other,Governance & Ethics,,GRI 2 General Disclosures 2021 -> listing of board of commissioners,"Governance structure, board oversight, and enterprise-risk framing belong under GRI 2 General Disclosures."
environmental integration in business,1,needs_review,"recovery, performance improvement, sustainable value creation, business resilience, stakeholder benefits",Other,Community Relations,,"GRI 413 Local Communities -> recovery, performance improvement, sustainable value creation, business resilience, stakeholder benefits",Long-term value creation and sustainable-growth wording map to GRI 201 Economic Performance 2016.
corporate culture and growth commitment,1,needs_review,"restructuring, transformation, sustainability, stakeholder collaboration, debt restructuring, financial and operational strengthening, sustainable value creation",Other,Human Capital,,"GRI 401-404 Employment and Training -> restructuring, transformation, sustainability, stakeholder collaboration, debt restructuring, financial and operational strengthening, sustainable value creation",Cross-cutting sustainability or ESG wording should route through GRI 3 Material Topics to determine the downstream topic standard.
environmental_commitment,1,needs_review,"overcoming challenges, positive achievements, commitment to infrastructure development, financial restructuring, sustainable performance, business transformation, cost optimization, competitiveness, cultural and environmental synergy",Other,Financial Sustainability,,"GRI 201 Economic Performance -> overcoming challenges, positive achievements, commitment to infrastructure development, financial restructuring, sustainable performance, business transformation, cost optimization, competitiveness, cultural and environmental synergy","Economic value, financial performance, and financial-inclusion wording map to GRI 201 Economic Performance 2016."
environmental-social integration in operations,1,needs_review,"sustainability performance covering economic, environmental, and social aspects, contribution to nation and state, focus on economic value distribution, reduction of negative environmental impacts, community empowerment through csr, future business growth",Other,Community Relations,,"GRI 413 Local Communities -> sustainability performance covering economic, environmental, and social aspects, contribution to nation and state, focus on economic value distribution, reduction of negative environmental impacts, community empowerment through csr, future business growth",Cross-cutting sustainability or ESG wording should route through GRI 3 Material Topics to determine the downstream topic standard.
forward-looking statements disclaimer,1,needs_review,digitalisasi operasional,Other,Governance & Ethics,,Governance / Data and Technology -> digitalisasi operasional,Existing governance-oriented mapping was normalized to the canonical GRI 2 path.
esg-focus-areas,1,needs_review,digitalisasi proses administratif,Other,Governance & Ethics,,Governance / Data and Technology -> digitalisasi proses administratif,Existing governance-oriented mapping was normalized to the canonical GRI 2 path.
pertumbuhan bisnis dan efisiensi operasional,1,needs_review,penetapan preseden industri bertanggung jawab,Other,Financial Sustainability,,Manual review -> penetapan preseden industri bertanggung jawab,No strong standards-based signal was found in the aspect label; keep for manual review or split into a more specific GRI topic.
environmental business practices integration,1,needs_review,pengurangan penggunaan air,Other,Waste & Pollution,,GRI 306 Waste / GRI 303 Water -> pengurangan penggunaan air,"Water withdrawal, water management, and effluent topics map to GRI 303 Water and Effluents 2018."
company_background,1,needs_review,inisiatif keberlanjutan industri,Other,Governance & Ethics,,GRI 3 Material Topics 2021 -> inisiatif keberlanjutan industri,Cross-cutting sustainability or ESG wording should route through GRI 3 Material Topics to determine the downstream topic standard.
business_philosophy,1,needs_review,daur ulang limbah,Other,Waste & Pollution,,GRI 306 Waste / GRI 303 Water -> daur ulang limbah,"Waste generation, recycling, and waste-management wording map to GRI 306 Waste 2020."
